CERT,NAME,CITY,STALP,ASSET
15987,Walden Savings Bank,Montgomery,NY,977293
9023,Potomac Bank,Charles Town,WV,975423
19358,Round Top State Bank,Round Top,TX,975176
10958,United Prairie Bank,Mountain Lake,MN,974587
57585,Golden State Bank,Glendale,CA,974262
21606,HCN Bank,Riverside,CA,974149
12814,Peoples State Bank,Prairie Du Chien,WI,973263
18519,First Service Bank,Greenbrier,AR,971958
59106,Beacon Community Bank,Mount Pleasant,SC,971723
15990,Watertown Savings Bank,Watertown,NY,970247
3226,Ciera Bank,Graham,TX,969580
59286,Thrivent Bank,Salt Lake City,UT,967069
5575,First National Bank and Trust Company of Weatherford,Weatherford,TX,965376
57511,Community First Bank of Indiana,Kokomo,IN,965289
12203,Merchants & Marine Bank,Pascagoula,MS,960772
16243,Bank of Eastern Oregon,Heppner,OR,960329
34969,First Central Savings Bank,Glen Cove,NY,960143
12514,Ixonia Bank,Ixonia,WI,959880
31461,Harleysville Bank,Harleysville,PA,958052
2241,CNB Bank,Carlsbad,NM,957828
57069,Story Bank DBA Story Financial Partners,Jackson,MS,957007
58694,Prime Meridian Bank,Tallahassee,FL,956408
20720,Tennessee State Bank,Pigeon Forge,TN,956143
3183,NewFirst National Bank,El Campo,TX,955986
21074,Texas Bank,Henderson,TX,953152
27394,First Bank & Trust Co.,Duncan,OK,952245
1696,The Farmers Bank,Portland,TN,950916
15663,First State Bank,Waynesboro,MS,949847
15779,The Farmers & Merchants Bank,Berlin,WI,949001
3842,First National Bank of Waterloo,Waterloo,IL,948812
57598,Mainstreet Community Bank of Florida,Deland,FL,947978
1527,Diamond Bank,Murfreesboro,AR,947203
2208,First Northern Bank of Wyoming,Buffalo,WY,946553
58297,Pinnacle Bank,Gilroy,CA,945774
1073,Lindell Bank & Trust Company,St. Louis,MO,944969
3228,The First National Bank of Granbury,Granbury,TX,944535
1720,Western Bank,Lubbock,TX,944019
3161,Texas Heritage National Bank,Daingerfield,TX,943826
4779,"Dream First Bank, National Association",Syracuse,KS,943759
58741,Fieldpoint Private Bank & Trust,Greenwich,CT,943648
18344,UBank,Huntington,TX,942084
6959,Ballston Spa National Bank,Ballston Spa,NY,941552
11860,The Killbuck Savings Bank Company,Killbuck,OH,941216
4952,The First National Bank of Middle Tennessee,Mcminnville,TN,940511
34890,"New Peoples Bank, Inc.",Honaker,VA,940029
4048,SpiritBank,Tulsa,OK,939588
34936,Legends Bank,Clarksville,TN,939529
6137,Bank of Botetourt,Buchanan,VA,938035
29787,"First Federal Community Bank, National Association",Dover,OH,937635
1756,Central Bank,Little Rock,AR,937589
15584,Mid-Missouri Bank,Springfield,MO,937577
57465,First Commerce Bank,Lewisburg,TN,937413
10214,Vermillion State Bank,Vermillion,MN,936640
34803,Resource Bank,Covington,LA,935381
17120,First Security Bank,Batesville,MS,932827
27238,Winchester Co-operative Bank,Winchester,MA,931730
5005,FNB Oxford Bank,Oxford,MS,931179
7675,First Northern Bank and Trust Company,Palmerton,PA,930393
16175,West Alabama Bank & Trust,Reform,AL,928249
33785,"Stifel Trust Company, National Association",Saint Louis,MO,926133
14134,Passumpsic Savings Bank,Saint Johnsbury,VT,925377
12761,F&M Bank,Edmond,OK,925191
35151,New Millennium Bank,Fort Lee,NJ,924662
58827,Oak View National Bank,Warrenton,VA,924538
29510,"Affinity Bank, National Association",Covington,GA,924481
24829,Atlantic Community Bankers Bank,Camp Hill,PA,923153
10643,Dundee Bank,Omaha,NE,922392
57522,Tolleson Private Bank,Dallas,TX,915999
4178,Security Bank,Tulsa,OK,915660
9737,Midwest Bank,Detroit Lakes,MN,915488
29087,Southwest Heritage Bank,Scottsdale,AZ,915185
3732,Farmers National Bank,Prophetstown,IL,913916
29700,Century Next Bank,Ruston,LA,913280
4211,First National Bank of Oklahoma,Oklahoma City,OK,909962
15632,Greenfield Banking Company,Greenfield,IN,908988
17951,Franklin Savings Bank,Franklin,NH,908169
17477,United Bank & Trust,Marysville,KS,905364
8903,Peoples Bank & Trust Co.,Troy,MO,904857
25665,Community National Bank,Seneca,KS,903907
14445,Farmers and Merchants Union Bank,Columbus,WI,903793
26559,"StonehamBank,  A Co-operative Bank",Stoneham,MA,902832
9719,Oxford Bank,Oxford,MI,902079
32527,BayVanguard Bank,Baltimore,MD,901609
18740,Heartland Bank,Geneva,NE,901489
7614,The Juniata Valley Bank,Mifflintown,PA,900948
11763,VISIONBANK OF IOWA,Ames,IA,899898
11623,Bank Cmg,Madison,WI,899766
18389,Western Commerce Bank,Carlsbad,NM,896865
13107,"Citizens State Bank of New Castle, Indiana",New Castle,IN,895609
17431,Stone Bank,Mountain View,AR,895006
35154,"BTG Pactual Bank, National Association",New York,NY,892459
57874,Paragon Bank,Memphis,TN,892335
35568,"American Bank & Trust Company, Inc.",Bowling Green,KY,892157
59114,CommerceOne Bank,Birmingham,AL,891744
3225,"Titan Bank, N.A.",Mineral Wells,TX,890741
58469,"American Plus Bank, N.A.",Arcadia,CA,890687
3301,First Liberty Bank,Liberty,TX,890047
35323,FinWise Bank,Murray,UT,889799
16858,First American Bank and Trust Company,Athens,GA,889689
9751,21st Century Bank,Loretto,MN,887940
14646,Newfield National Bank,Newfield,NJ,887431
1426,Focus Bank,Charleston,MO,885782
57603,Falcon National Bank,Foley,MN,885725
29011,Mechanics Bank,Mansfield,OH,885494
5193,Pioneer Bank,Mapleton,MN,885027
17588,The First State Bank,Louise,TX,884220
2829,First Southern State Bank,Stevenson,AL,884209
18296,Hawaii National Bank,Honolulu,HI,883480
25249,"C3bank, National Association",Encinitas,CA,882652
29632,Windsor Federal Bank,Windsor,CT,882134
17933,Blue Ridge Bank and Trust Co.,Independence,MO,881614
26634,Mechanics Cooperative Bank,Taunton,MA,878922
29941,Bogota Savings Bank,Teaneck,NJ,875154
57554,Traditions Bank,Cullman,AL,875139
20179,First Independence Bank,Detroit,MI,875011
29771,"KS Bank, Inc.",Smithfield,NC,873103
34496,First Commercial Bank (USA),Alhambra,CA,871581
58341,Mountain Pacific Bank,Everett,WA,871507
26442,"Terrabank, National Association",Coral Gables,FL,869333
58039,First Resource Bank,Lino Lakes,MN,866895
3701,"Resource Bank, National Association",Dekalb,IL,865346
30996,Cenlar FSB,Ewing,NJ,864520
90291,The Savings Bank,Wakefield,MA,864036
1895,Farmers and Merchants Bank,Upperco,MD,863204
57123,"First Century Bank, National Association",Commerce,GA,862361
17676,Legacy Bank,Colwich,KS,860820
58257,DR Bank,Darien,CT,860651
58590,Nano Banc,Irvine,CA,859584
26397,Greenfield Co-operative Bank,Greenfield,MA,858019
29009,Liberty Bank for Savings,Chicago,IL,857594
14885,First Bank,Ketchikan,AK,857321
58712,Freedom Bank,Maywood,NJ,856060
3031,Points West Community Bank,Windsor,CO,855903
1833,State Bank,Brownsburg,IN,855705
5768,The Fountain Trust Company,Covington,IN,854676
26181,Texas National Bank of Jacksonville,Jacksonville,TX,854444
13951,Community Bank of Louisiana,Mansfield,LA,854380
27211,First Community Bank of Tennessee,Shelbyville,TN,854040
10255,The Old Fort Banking Company,Old Fort,OH,853794
9632,Fortress Bank,Peoria,IL,853333
57807,Quontic Bank,Astoria,NY,852770
4549,CNB St Louis Bank,Maplewood,MO,852685
9463,Unified Bank,Martins Ferry,OH,852639
18030,Savings Bank of Walpole,Walpole,NH,848942
57129,Community Federal Savings Bank,Woodhaven,NY,848607
34384,Premier Bank,Rock Valley,IA,847906
17040,Wilson & Muir Bank & Trust Company,Bardstown,KY,847346
22738,First Utah Bank,Salt Lake City,UT,846485
1294,FNBC Bank,Ash Flat,AR,844038
19532,Skowhegan Savings Bank,Skowhegan,ME,843493
15465,United Southern Bank,Umatilla,FL,842840
13220,The Peoples Bank Co.,Coldwater,OH,842455
12594,PB&T Bank,Pueblo,CO,842235
35276,Freedom Bank of Southern Missouri,Cassville,MO,841387
19448,BNA Bank,New Albany,MS,841350
57841,Valliance Bank,Oklahoma City,OK,840668
58657,PromiseOne Bank,Duluth,GA,840411
5269,First National Bank North,Walker,MN,840051
17739,Plains State Bank,Humble,TX,839989
26790,"Hana Bank USA, National Association",Fort Lee,NJ,839649
16659,Northeast Bank,Minneapolis,MN,838356
17282,BankIowa,Cedar Rapids,IA,836548
17797,Rollstone Bank & Trust,Fitchburg,MA,835989
58348,Millennium Bank,Des Plaines,IL,835398
14029,First Liberty Bank,Oklahoma City,OK,835338
893,Citizens Bank,Carthage,TN,834392
2691,Cumberland Valley National Bank & Trust Company,London,KY,833133
34599,"The Pitney Bowes Bank, Inc.",Salt Lake City,UT,832686
14769,DMB Community Bank,Madison,WI,830880
16723,Carolina Bank & Trust Co.,Lamar,SC,830628
15264,Peoples Savings Bank of Rhineland,Rhineland,MO,830585
57857,Timberline Bank,Grand Junction,CO,828620
1715,Citizens 1st Bank,Tyler,TX,828366
14929,West Shore Bank,Ludington,MI,828074
21848,Quail Creek Bank,Oklahoma City,OK,826460
15085,Arthur State Bank,Union,SC,825812
6091,Macon Bank and Trust Company,Lafayette,TN,825426
6176,"Pendleton Community Bank, Inc.",Franklin,WV,825030
21121,The Western State Bank,Garden City,KS,824768
11729,CIBM Bank,Champaign,IL,824403
10378,The Bank of New Glarus,New Glarus,WI,824180
9620,First Bank,Clewiston,FL,822615
8811,Hebron Savings Bank,Hebron,MD,821929
23007,Oregon Pacific Banking Company dba Oregon Pacific Bank,Florence,OR,820955
57922,Harmony Bank,Dallas,TX,816643
763,Minster Bank,Minster,OH,814016
90245,Monson Savings Bank,Monson,MA,813958
18443,CUSB Bank,Cresco,IA,813862
8745,First State Bank of Middlebury,Middlebury,IN,811763
57967,First Resource Bank,Exton,PA,810963
58584,American Pride Bank,Macon,GA,810680
17809,Citizens Bank,Corvallis,OR,810448
13454,Royal Bank,Elroy,WI,808607
58307,The First Bank of Greenwich,Cos Cob,CT,806830
27362,Prairie State Bank and Trust,Springfield,IL,806409
59099,Endeavor Bank,San Diego,CA,805315
14507,"CNB Bank, Inc.",Berkeley Springs,WV,805206
26627,Bank of the West,Grapevine,TX,803810
5442,Platte Valley Bank,Torrington,WY,803561
17937,Franklin Bank & Trust Company,Franklin,KY,802645
5716,Farmers and Merchants Bank,Lakeland,GA,800620
26455,Savers Co-operative Bank,Southbridge,MA,797780
4319,"FCN Bank, National Association",Brookville,IN,797557
29809,First Savings Bank of Hegewisch,Chicago,IL,796847
1164,The Citizens Bank,Farmington,NM,794726
22964,First Community Bank,San Benito,TX,794018
90175,The Bank of Canton,Canton,MA,792830
57295,AMG National Trust Bank,Boulder,CO,792499
2224,"Bank of Bridger, National Association",Bridger,MT,791892
14410,City State Bank,Norwalk,IA,791630
35020,Community First Bank,New Iberia,LA,790220
57923,Peach State Bank & Trust,Gainesville,GA,789280
35138,Millennium Bank,Ooltewah,TN,789073
340,"The Peoples Bank, Biloxi, Mississippi",Biloxi,MS,787851
58619,MRV Banks,Sainte Genevieve,MO,787128
8033,Citizens Trust Bank,Atlanta,GA,786846
4746,First Option Bank,Osawatomie,KS,786352
13083,First Western Bank,Booneville,AR,785601
35241,OPTUS Bank,Columbia,SC,785210
342,Farmers State Bank,Victor,MT,784823
19716,First Central State Bank,Dewitt,IA,783989
8101,Primebank,Le Mars,IA,783847
10160,VersaBank USA National Association,Holdingford,MN,782851
58208,First Freedom Bank,Lebanon,TN,781115
1700,First Century Bank,Tazewell,TN,780870
17446,Maverick Bank,Fort Davis,TX,780328
28400,Westbury Bank,Waukesha,WI,780209
19434,BAC Community Bank,Stockton,CA,780102
15200,Decorah Bank & Trust Company,Decorah,IA,779937
34685,People's Bank of Commerce,Medford,OR,779278
22205,Barwick Banking Company,Barwick,GA,778747
15206,First State Bank,Athens,TX,778585
72,Central State Bank,Calera,AL,778338
12815,"Home State Bank, National Association",Crystal Lake,IL,778098
6760,"Citizens Bank of West Virginia, Inc.",Elkins,WV,775093
8063,The North Salem State Bank,North Salem,IN,775081
14679,Industrial Bank,Washington,DC,774864
31390,"Axiom Bank, National Association",Maitland,FL,774271
13058,Hiawatha National Bank,Hager City,WI,773117
57101,Mission Valley Bank,Sun Valley,CA,772560
26760,Green Belt Bank & Trust,Iowa Falls,IA,771964
12869,Farmers Bank and Trust Company,Marion,KY,771933
25621,"Sage Capital Bank,",Gonzales,TX,771743
16111,Highland Bank,Saint Paul,MN,769765
13305,The New Washington State Bank,New Washington,IN,769029
58069,Bank of San Francisco,San Francisco,CA,767510
10973,Alliance Bank,Lake City,MN,767465
2759,"FNB Bank, Inc.",Mayfield,KY,765904
16666,Itasca Bank & Trust Co.,Itasca,IL,765484
15489,West Plains Bank and Trust Company,West Plains,MO,764848
19836,Franklin Savings Bank,Farmington,ME,764634
29140,American Federal Bank,Fargo,ND,764393
58276,River Valley Community Bank,Yuba City,CA,764212
10344,Schertz Bank & Trust,Schertz,TX,761914
58113,Flagship Bank,Clearwater,FL,761702
13071,Town & Country Bank,Salem,MO,760801
34069,"Wilmington Trust, National Association",Wilmington,DE,759503
16221,Reliabank Dakota,Estelline,SD,757767
14660,Bank of Prairie du Sac,Prairie Du Sac,WI,755328
29672,CFSBANK,Charleroi,PA,752491
17162,Dairy State Bank,Rice Lake,WI,749618
35131,Sauk Valley Bank & Trust Company,Sterling,IL,748534
9155,Countybank,Greenwood,SC,748364
4519,First Bank,Waverly,IA,747696
2777,MidSouth Bank,Dothan,AL,746492
3286,"Kleberg  Bank, N.A.",Kingsville,TX,743443
59086,Primary Bank,Bedford,NH,743436
19212,First Midwest Bank of the Ozarks,Poplar Bluff,MO,740886
3799,The Bradford National Bank of Greenville,Greenville,IL,740219
3747,"First Neighbor Bank, National Association",Toledo,IL,739816
15472,First United Bank,Park River,ND,739608
58852,Liberty Capital Bank,Addison,TX,739518
23772,Commerce Bank,Laredo,TX,738516
22874,Hickory Point Bank and Trust,Decatur,IL,737221
12322,Chippewa Valley Bank,Hayward,WI,735498
2093,The National Capital Bank of Washington,Washington,DC,734775
19101,Harford Bank,Aberdeen,MD,732308
2285,The Genoa Banking Company,Genoa,OH,731282
34038,Time Bank,Park Ridge,IL,730551
8816,The Queenstown Bank of Maryland,Queenstown,MD,730382
17230,Albank National Association,Chicago,IL,729383
90181,Clinton Savings Bank,Clinton,MA,728890
11722,"The Peoples State Bank of Newton, Illinois",Newton,IL,728514
16307,Manufacturers Bank & Trust Company,Forest City,IA,727847
14492,HomeBank,Palmyra,MO,727329
13264,Bank of Luxemburg,Luxemburg,WI,724896
15898,First State Bank of Livingston,Livingston,TX,724360
16891,Pilgrim Bank,Pittsburg,TX,723631
22394,Peoples Community Bank,Greenville,MO,723470
15478,United Valley Bank,Cavalier,ND,722966
5286,Fortifi Bank,Berlin,WI,722966
14644,The Malvern National Bank,Malvern,AR,722820
21567,"American Bank, National Association",Dallas,TX,722733
18143,Oconee State Bank,Watkinsville,GA,722444
3206,"Texas Gulf Bank, National Association",Houston,TX,722189
30530,Lake Shore Bank,Dunkirk,NY,721509
22092,First National Community Bank,Chatsworth,GA,721425
34313,Eaglemark Savings Bank,Reno,NV,720327
17123,Artisans' Bank,Wilmington,DE,719636
12259,Lea County State Bank,Hobbs,NM,718641
13565,Bank of Sun Prairie,Sun Prairie,WI,716609
17011,FNB SOUTH,Alma,GA,716485
16125,The Eastern Colorado Bank,Cheyenne Wells,CO,716298
1607,The Bank of Elk River,Elk River,MN,714696
26323,"Florida Capital Bank, National Association",Jacksonville,FL,713842
2468,Northwestern Bank,Chippewa Falls,WI,711952
19827,"Pioneer Trust Bank, National Association",Salem,OR,711907
33450,Arbor Bank,Nebraska City,NE,711534
14597,Union Bank,Mena,AR,709946
15243,Putnam County Bank,Hurricane,WV,709760
4037,First National Bank and Trust Company of Ardmore,Ardmore,OK,708374
58511,Platinum Bank,Oakdale,MN,708018
5335,WOODTRUST BANK,Wisconsin Rapids,WI,707460
2725,The Citizens National Bank of Somerset,Somerset,KY,706473
11501,First National Bank of Scotia,Scotia,NY,706452
5531,The First National Bank of Sonora,Sonora,TX,704745
21883,TruPoint Bank,Grundy,VA,703489
3230,Grandview Bank,Grandview,TX,703342
3711,Midwest Bank,Monmouth,IL,702788
10998,FM Bank,Waseca,MN,702579
1122,First Fidelity Bank,Burke,SD,702151
3722,Prospect Bank,Paris,IL,701422
9647,Citizens Bank,Mooresville,IN,699726
33204,Premier Bank Minnesota,Hastings,MN,699230
2987,Baker-Boyer National Bank,Walla Walla,WA,698667
57124,First Community Bank of Central Alabama,Wetumpka,AL,697822
16652,Southwest Bank,Odessa,TX,697697
58446,Commencement Bank,Tacoma,WA,697257
22398,"Modern Bank, National Association",New York,NY,696422
19401,Capital Bank,Jacinto City,TX,694341
4042,Legacy Bank,Hinton,OK,694019
14513,Thumb Bank and Trust,Pigeon,MI,691980
5981,The Community Bank,Zanesville,OH,690979
31516,First Federal Savings Bank,Rochester,IN,690336
3121,First Bank,Burkburnett,TX,689430
24472,American Nation Bank,Ardmore,OK,688308
2718,"Citizens Bank of Kentucky, Inc.",Paintsville,KY,685951
29332,First Southern Bank,Florence,AL,685065
35407,Yampa Valley Bank,Steamboat Springs,CO,684997
34759,Asian Bank,Philadelphia,PA,684822
33009,County Bank,Rehoboth Beach,DE,684818
5306,The Stephenson National Bank and Trust,Marinette,WI,684088
11739,BankOrion,Orion,IL,682964
19143,United Community Bank,Raceland,LA,681320
1786,Longview Bank,Ogden,IL,680425
90191,Eagle Bank,Everett,MA,680250
2738,"First & Farmers National Bank, Inc.",Somerset,KY,679539
22065,Grand Bank,Tulsa,OK,679202
29624,First Federal Savings and Loan Association of McMinnville,Mcminnville,OR,678962
16276,"Constitution Bank, National Association",Hillsboro,IL,678934
20993,The Hardin County Bank,Savannah,TN,677813
22366,GBC International Bank,Los Angeles,CA,676588
30394,Carver Federal Savings Bank,New York,NY,676450
23144,South Louisiana Bank,Houma,LA,675548
31028,HomeTown  Bank,Carver,MN,673088
27763,InFirst Bank,Indiana,PA,673050
7659,New Tripoli Bank,New Tripoli,PA,672738
8527,Concordia Bank & Trust Company,Vidalia,LA,672299
7123,Jeff Bank,Jeffersonville,NY,671880
14331,FirstBank,Antlers,OK,670172
9803,Bank of Odessa,Odessa,MO,669531
30397,Geddes Federal Savings and Loan Association,Syracuse,NY,669477
25158,"Finance Factors, Ltd.",Honolulu,HI,669428
8387,BankNorth,Arthur,ND,669239
3127,Citizens National Bank,Cameron,TX,668018
18748,Bruning Bank,Bruning,NE,666840
16595,CCB Community Bank,Andalusia,AL,666653
3126,"Classic Bank, National Association",Cameron,TX,666463
2850,Farmers Bank,Buhl,ID,664795
30111,Oconee Federal Savings and Loan Association,Seneca,SC,664716
15496,First State Bank of Blakely,Blakely,GA,664142
30117,Reliance Savings Bank,Altoona,PA,663076
19001,First Midwest Bank of Dexter,Dexter,MO,663036
24353,First Community Bank,Corpus Christi,TX,662832
12241,Washington County Bank,Blair,NE,662822
444,PS Bank,Wyalusing,PA,662457
3612,MidAmerica National Bank,Canton,IL,662189
1869,Union State Bank,Arkansas City,KS,661850
5867,Bank of Ocean City,Ocean City,MD,661276
15444,American State Bank & Trust Company of Williston,Williston,ND,660500
15345,TXN Bank,Hondo,TX,660208
17108,"Community Bank & Trust, Waco, Texas",Waco,TX,658347
16539,Metairie Bank & Trust Company,Metairie,LA,658342
2380,Carroll Bank and Trust,Huntingdon,TN,658079
7613,Pennian Bank,Mifflintown,PA,657407
34233,Marine Bank & Trust Company,Vero Beach,FL,657265
57540,The Hometown Bank of Alabama,Oneonta,AL,655520
35365,Bank of Oak Ridge,Oak Ridge,NC,655420
29995,Phoenixville Federal Bank and Trust,Phoenixville,PA,654399
6354,"First Hope Bank, A National Banking Association",Hope,NJ,654385
17580,FNBT BANK,Fort Walton Beach,FL,653557
5495,Citizens State Bank,Wisner,NE,653531
1513,Citizens State Bank of La Crosse,La Crosse,WI,652985
9967,American State Bank,Arp,TX,652775
16101,The Milford Bank,Milford,CT,652672
34973,Peoples Savings Bank,Indianola,IA,652145
9536,Community State Bank,Union Grove,WI,651945
57414,Worthington Bank,Arlington,TX,651207
15771,Northeast Georgia Bank,Lavonia,GA,650820
19795,AbbyBank,Abbotsford,WI,650667
1219,Wellington State Bank,Wellington,TX,650168
30350,The Bank of Bennington,Bennington,VT,650111
28930,Verimore Bank,Brookfield,MO,649717
26487,Walpole Co-operative Bank,Walpole,MA,649398
10886,Legence Bank,Eldorado,IL,648266
13703,Greenville National Bank,Greenville,OH,647746
15690,Clear Lake Bank and Trust Company,Clear Lake,IA,647331
18592,First Bank of Owasso,Owasso,OK,646939
58668,Spring Bank,Bronx,NY,646922
35406,BankVista,Sartell,MN,646727
57741,First Southwest Bank,Durango,CO,646677
1047,Bank & Trust Company,Litchfield,IL,644563
14185,"First State Bank and Trust Company, Inc.",Caruthersville,MO,644452
4419,Springs Valley Bank & Trust Company,French Lick,IN,644211
57672,Empire State Bank,Staten Island,NY,643885
35497,Quaint Oak Bank,Southampton,PA,643632
32459,Homeland Federal Savings Bank,Columbia,LA,643229
34259,Crown Bank,Elizabeth,NJ,643214
11952,"The Poca Valley Bank, Inc.",Walton,WV,642782
1868,The Bank of Tescott,Tescott,KS,642301
27654,Home Federal Bank,Shreveport,LA,641909
28368,"Middlesex Federal Savings, F.A.",Somerville,MA,641694
30428,Century Savings Bank,Vineland,NJ,640681
5994,Prism Bank,Guthrie,OK,640664
9410,Tioga State Bank National Association,Spencer,NY,639671
35513,Community Bank of Pickens County,Jasper,GA,639338
9263,Stillman BancCorp N.A.,Stillman Valley,IL,638743
977,Tri-County Bank,Brown City,MI,638709
12858,Farmers Trust and Savings Bank,Spencer,IA,638258
26411,Haverhill Bank,Haverhill,MA,638076
4290,The First National Bank of Jeanerette,Jeanerette,LA,638074
2359,Mauch Chunk Trust Company,Jim Thorpe,PA,637949
11595,Community First Bank,Boscobel,WI,637644
34719,Farmers & Merchants Bank of Colby,Colby,KS,637080
14662,TrustBank,Olney,IL,636349
11934,Dominion Bank,Dallas,TX,635249
17229,Henderson State Bank,Henderson,NE,634613
1900,First Independent Bank,Russell,MN,634126
17685,Outdoor Bank,Manhattan,KS,633993
33136,Woodlands Bank,Williamsport,PA,633421
29537,First Federal Bank & Trust,Sheridan,WY,632450
3777,The First National Bank of Carmi,Carmi,IL,632355
35441,Four Corners Community Bank,Farmington,NM,632322
14276,"First Bank, Upper Michigan",Gladstone,MI,632092
11580,The Bank of Southside Virginia,Carson,VA,631656
19525,Mt. McKinley Bank,Fairbanks,AK,631474
4465,"Midstates Bank, National Association",Council Bluffs,IA,631356
17453,Apple River State Bank,Apple River,IL,630236
15321,First State Bank,Webster City,IA,629629
4288,First National Bank of Louisiana,Crowley,LA,629160
28914,Evergreen Federal Bank,Grants Pass,OR,628107
23886,"American Bank, National Association",Waco,TX,628087
57740,Pacific Valley Bank,Salinas,CA,627944
3792,The Fairfield National Bank,Fairfield,IL,627517
4619,Exchange Bank & Trust,Atchison,KS,627375
3034,First National Bank Colorado,Las Animas,CO,626989
8785,Peoples Exchange Bank,Winchester,KY,626923
18880,First National Bank of Gillette,Gillette,WY,626225
22015,Andrew Johnson Bank,Greeneville,TN,626069
25883,First Eagle  Bank,Chicago,IL,623529
58691,BlueHarbor Bank,Mooresville,NC,623330
27686,Slovenian Savings and Loan Association of Canonsburg,Strabane,PA,622521
34229,The Citizens Bank of Georgia,Cumming,GA,622032
12616,Legends Bank,Linn,MO,621286
5635,CS Bank,Eureka Springs,AR,620995
5685,Southeastern Bank,Darien,GA,620808
15272,Marion County State Bank,Pella,IA,620283
26522,The Bank,Oberlin,KS,620000
5072,Range Bank,Marquette,MI,619781
18038,Claremont Savings Bank,Claremont,NH,619715
17563,Palmetto State Bank,Hampton,SC,619096
26564,Delta Bank,Vidalia,LA,618129
18841,Phelps County Bank,Rolla,MO,616678
27678,"First Federal Community Bank, SSB",Paris,TX,616151
14633,Community Savings Bank,Edgewood,IA,616145
29177,BankTennessee,Collierville,TN,615691
3103,The State National Bank of Big Spring,Big Spring,TX,615649
20093,All America Bank,Oklahoma City,OK,614980
3863,First National Bank of Eastern Arkansas,Forrest City,AR,614947
58588,Partners Bank of California,Mission Viejo,CA,614543
18431,First Bank Kansas,Salina,KS,614297
58203,NewBank,Flushing,NY,614270
9507,The Bank of Marion,Marion,VA,614064
17145,Heritage Bank,Wood River,NE,612529
13632,First State Bank,Russellville,AR,612124
17320,Peoples Bank & Trust,Pana,IL,611497
14079,GNB Bank,Grundy Center,IA,609234
23966,OneUnited Bank,Boston,MA,609027
20311,American Bank,Bozeman,MT,608481
17348,South Story Bank & Trust,Slater,IA,607348
57931,Anchor Bank,Palm Beach Gardens,FL,606938
15883,DeMotte State Bank,Demotte,IN,606156
34150,First United Bank and Trust Company,Madisonville,KY,605623
57505,Liberty National Bank,Sioux City,IA,605208
29227,Washington Savings Bank,Effingham,IL,605021
31999,Madison County Bank,Madison,NE,603614
10663,The Andover Bank,Andover,OH,602083
3218,The First National Bank of East Texas,Gilmer,TX,602014
59185,Gulf Capital Bank,Houston,TX,601870
445,Mercer County State Bank,Sandy Lake,PA,601730
8576,The Maries County Bank,Vienna,MO,601513
57127,Guardian Bank,Valdosta,GA,601137
8843,American Heritage National Bank,Long Prairie,MN,600999
9465,Wisdom Heritage Bank,Alva,OK,600888
21978,Frontier State Bank,Oklahoma City,OK,600666
21784,First Port City Bank,Bainbridge,GA,600578
58029,Sunrise Bank,Orlando,FL,599794
21329,NBT Financial Bank,Fort Worth,TX,598478
3193,The Falls City National Bank,Falls City,TX,598089
29839,Crossroads Bank,Wabash,IN,597966
8232,Bank of Holly Springs,Holly Springs,MS,597440
24922,Grand Valley Bank,Heber City,UT,597407
11407,Highpoint Community Bank,Hastings,MI,597210
13919,"SouthTrust Bank, N.A.",George West,TX,596956
214,Washington State Bank,Washington,IA,596406
19396,Unison Bank,Jamestown,ND,596103
33380,Enterprise Bank,Omaha,NE,595682
9298,Farmers & Merchants Savings Bank,Manchester,IA,595263
29120,"PyraMax Bank, FSB",Greenfield,WI,595181
21247,"First Kentucky Bank, Inc.",Mayfield,KY,594932
5434,MNB BANK,Mccook,NE,593636
28348,Belmont Savings Bank,Bellaire,OH,592904
8321,Stockmens Bank,Colorado Springs,CO,591778
31236,Hearthside Bank Corporation,Middlesboro,KY,591133
28859,First Piedmont Federal Savings and Loan Association of Gaffney,Gaffney,SC,591032
30155,"Hatboro Federal Savings, FA",Hatboro,PA,590545
8200,Citizens Bank Minnesota,New Ulm,MN,589979
20198,South Georgia Banking Company,Omega,GA,589788
34074,Capitol Bank,Madison,WI,589397
926,Peoples National Bank of Kewanee,Kewanee,IL,589004
29744,First Seacoast Bank,Dover,NH,588846
12285,Cattlemens Bank,Altus,OK,587967
8714,Unity Bank,Augusta,WI,587615
10641,Riverstone Bank,Eagle,NE,586729
3269,First National Bank of Huntsville,Huntsville,TX,586659
5295,PremierBank,Fort Atkinson,WI,585975
90311,Bay State Savings Bank,Worcester,MA,585390
35221,Freedom Bank,Huntingburg,IN,583711
18385,Regional Missouri Bank,Marceline,MO,583624
14334,United Bank of Union,Union,MO,583322
823,Citizens Bank and Trust Company,Blackstone,VA,583253
9047,Citizens State Bank,Monticello,IA,582879
9168,Wayne County Bank,Waynesboro,TN,582848
6616,Kingston National Bank,Kingston,OH,582779
25795,Peoples Bank & Trust,Buford,GA,582360
15871,The Peoples Bank,Ripley,MS,582218
1184,"The Bank and Trust, S.S.B.",Del Rio,TX,581199
8798,Cottonport Bank,Cottonport,LA,581058
8850,North Shore Bank of Commerce,Duluth,MN,580807
11306,FNBC Bank & Trust,La Grange,IL,580357
3279,The Karnes County National Bank of Karnes City,Karnes City,TX,579700
28818,Crest Savings Bank,Wildwood,NJ,579600
29056,First Federal Savings Bank,Evansville,IN,578952
33645,Lee Bank,Lee,MA,578531
